bugid	bug	buggy	patch	lineNo	action
410	jackrabbit-oak_65aa40dd	buggy:  if  (value  instanceof  java.util.Collection)  {  java.util.Collection<?>  col  =  (java.util.Collection<?>)  value;  if  (!col.contains(kv[1]))  {  if  (col.contains(kv[1]))  {  context:  Operation  op  =  change.getValue();  if  (op.type  ==  Operation.Type.CONTAINS_MAP_ENTRY)  {  String  k  =  change.getKey();  String[]  kv  =  k.split( "\\. ");  Object  value  =  target.get(kv[0]);  if  (value  ==  null)  {  if  (Boolean.TRUE.equals(op.value))  {  return  false;  }  }  else  {          if  (value  instanceof  java.util.Collection)  {          java.util.Collection<?>  col  =  (java.util.Collection<?>)  value;  if  (Boolean.TRUE.equals(op.value))  {          if  (!col.contains(kv[1]))  {  return  false;  }  }  else  {  	if  (value  instanceof  Map)  {  Map  map  =  (Map)  value;  if  (!map.containsKey(kv[1]))  {  if  (map.containsKey(kv[1]))  {  	181	replace-4
411	wicket_6c5083b4	buggy:  url.append(pageMapName  +  Component.PATH_SEPARATOR  +  pageClass.getName());  context:  boolean  firstParameter  =  true;  if  (!application.getHomePage().equals(pageClass)  ||  ! " ".equals(pageMapName))  {  firstParameter  =  false;  url.append('?');  url.append(WebRequestCodingStrategy.BOOKMARKABLE_PAGE_PARAMETER_NAME);  url.append('=');  url.append(pageMapName  +  Component.PATH_SEPARATOR  +  pageClass.getName());  	String  pageClassName  =  pageClass.getName();  try  {  pageClassName  =  URLEncoder.encode(pageClassName,   "UTF-8 ");  }  catch  (UnsupportedEncodingException  e)  {  throw  new  RuntimeException(e);  }  url.append(pageMapName  +  Component.PATH_SEPARATOR  +  pageClassName);  	566	replace-1
412	flink_a402002d	buggy:  if  (state  ==  JobStatus.FAILED)  {  if  (!transitionState(JobStatus.FAILED,  JobStatus.RESTARTING))  {  throw  new  IllegalStateException( "Execution  Graph  left  the  state  FAILED  while  trying  to  restart. ");  }  }    context:  return;  }  }  }  public  void  restart()  {  try  {  if  (state  ==  JobStatus.FAILED)  {  if  (!transitionState(JobStatus.FAILED,  JobStatus.RESTARTING))  {  throw  new  IllegalStateException( "Execution  Graph  left  the  state  FAILED  while  trying  to  restart. ");  }  }  synchronized  (progressLock)  {  if  (state  !=  JobStatus.RESTARTING)  {  throw  new  IllegalStateException( "Can  only  restart  job  from  state  restarting. ");  }  		749	remove-6
413	wicket_3d2393c7	buggy:  minifiedName  =  name.substring(0,  name.length()  -  extension.length()  +  1)  +   "min "  +  extension;  context:  protected  String  getMinifiedName()  {  String  name  =  super.getName();  String  minifiedName;  int  idxOfExtension  =  name.lastIndexOf('.');  if  (idxOfExtension  >  -1)  {  String  extension  =  name.substring(idxOfExtension);  minifiedName  =  name.substring(0,  name.length()  -  extension.length()  +  1)  +   "min "  +  extension;  }  else  	final  String  baseName  =  name.substring(0,  name.length()  -  extension.length()  +  1);  if  (! ".min ".equals(extension)  &&  !baseName.endsWith( ".min. "))  {  minifiedName  =  baseName  +   "min "  +  extension;  }  else  {  minifiedName  =  name;  }  	210	replace-1
414	camel_e38494f1	buggy:  context:  private  Iterable<ProcessorExchangePair>  createProcessorExchangePairsList(Exchange  exchange,  Object  value)  {  List<ProcessorExchangePair>  result  =  new  ArrayList<ProcessorExchangePair>();  Iterable<ProcessorExchangePair>  pairs  =  createProcessorExchangePairsIterable(exchange,  value);  for  (ProcessorExchangePair  pair  :  pairs)  {  result.add(pair);  }  return  result;  }  	if  (exchange.getException()  !=  null)  {  throw  exchange.getException();  }    	181	add
415	flink_59685903	buggy:  context:  }  public  final  void  open()  throws  Exception  {  super.open();  timestampedCollector  =  new  TimestampedCollector<>(output);  if  (inputSerializer  ==  null)  {  	  @Override  public  void  setOutputType(TypeInformation<OUT>  outTypeInfo,  ExecutionConfig  executionConfig)  {  if  (userFunction  instanceof  OutputTypeConfigurable)  {  OutputTypeConfigurable<OUT>  outputTypeConfigurable  =  (OutputTypeConfigurable<OUT>)  userFunction;    outputTypeConfigurable.setOutputType(outTypeInfo,  executionConfig);  }  }      	181	add
416	camel_8e3450f4	buggy:  dataFormat.marshal(exchange,  body,  buffer);  byte[]  data  =  buffer.toByteArray();  out.setBody(data);  context:  ByteArrayOutputStream  buffer  =  new  ByteArrayOutputStream();  Message  in  =  exchange.getIn();  Object  body  =  in.getBody();  Message  out  =  exchange.getOut();  out.copyFrom(in);      dataFormat.marshal(exchange,  body,  buffer);      byte[]  data  =  buffer.toByteArray();      out.setBody(data);  	try  {  dataFormat.marshal(exchange,  body,  buffer);  byte[]  data  =  buffer.toByteArray();  out.setBody(data);  }  catch  (Exception  e)  {  exchange.setOut(null);  throw  e;  }  	58	replace-3
417	accumulo_d9ab8449	buggy:  context:  public  String  getPrincipal()  {  return  principal;  }  public  AuthenticationToken  getToken()  {  return  token;  }  public  TCredentials  toThrift(Instance  instance)  {  return  new  TCredentials(principal,  token.getClass().getName(),  ByteBuffer.wrap(AuthenticationTokenSerializer.serialize(token)),  instance.getInstanceID());  }  	if  (cred.getToken().isDestroyed())  throw  new  AccumuloSecurityException(cred.getPrincipal(),  SecurityErrorCode.TOKEN_EXPIRED);    	58	add
418	jackrabbit-oak_6fc5ea9d	buggy:  T  child  =  getChildTree(name);  if  (child  !=  null)  {  return  createNodeLocation(child);  }    context:  public  TreeLocation  getParent()  {  T  parentTree  =  getParentTree();  return  parentTree  ==  null  ?  NullLocation.NULL  :  createNodeLocation(parentTree);  }  public  TreeLocation  getChild(String  name)  {      T  child  =  getChildTree(name);      if  (child  !=  null)  {      return  createNodeLocation(child);      }  PropertyState  prop  =  getPropertyState(name);  if  (prop  !=  null)  {  return  createPropertyLocation(this,  name);  }  	  T  child  =  getChildTree(name);  if  (child  !=  null)  {  return  createNodeLocation(child);  }  	60	replace-5
419	commons-math_1352a70f	buggy:  context:  arr[3]  +=  mem[i  +  3];  arr[4]  +=  mem[i  +  4];  arr[5]  +=  mem[i  +  5];  arr[6]  +=  mem[i  +  6];  arr[7]  +=  mem[i  +  7];  shuffle();  setState();  }  isaac();  count  =  SIZE  -  1;  }  private  void  shuffle()  {  arr[0]  ^=  arr[1]  <<  11;  arr[3]  +=  arr[0];  arr[1]  +=  arr[2];  arr[1]  ^=  arr[2]  >>>  2;  arr[4]  +=  arr[1];  	clear();  	238	add
420	camel_a57830ed	buggy:  }  else  if  (!outputs.isEmpty()  &&  parentPolicy.getMaximumRedeliveries()  >  0)  {  context:  public  RedeliveryPolicy  createRedeliveryPolicy(CamelContext  context,  RedeliveryPolicy  parentPolicy)  {  if  (redeliveryPolicyRef  !=  null)  {  return  CamelContextHelper.mandatoryLookup(context,  redeliveryPolicyRef,  RedeliveryPolicy.class);  }  else  if  (redeliveryPolicy  !=  null)  {  return  redeliveryPolicy.createRedeliveryPolicy(context,  parentPolicy);      }  else  if  (!outputs.isEmpty()  &&  parentPolicy.getMaximumRedeliveries()  >  0)  {  RedeliveryPolicy  answer  =  parentPolicy.copy();  answer.setMaximumRedeliveries(0);  return  answer;  }  else  {  return  parentPolicy;  	}  else  if  (!outputs.isEmpty()  &&  parentPolicy.getMaximumRedeliveries()  !=  0)  {  	147	replace-1
421	wicket_3cc3fe95	buggy:  if  (tag.isOpen())  context:  private  void  removedComponent(final  Component  component)  {  final  Page  page  =  component.findPage();  if  (page  !=  null)  {  page.componentRemoved(component);  }  component.detach();  component.internalOnRemove();  component.setParent(null);  }  	  if  (tag.isOpen()  &&  !tag.hasNoCloseTag())  	1372	replace-2
422	commons-math_a197ba85	buggy:  for  (BSPTree<S>  tree  =  this;  tree.parent  !=  null;  tree  =  tree.parent)  {  context:  private  SubHyperplane<S>  fitToCell(final  SubHyperplane<S>  sub)  {  SubHyperplane<S>  s  =  sub;      for  (BSPTree<S>  tree  =  this;  tree.parent  !=  null;  tree  =  tree.parent)  {  if  (tree  ==  tree.parent.plus)  {  s  =  s.split(tree.parent.cut.getHyperplane()).getPlus();  }  else  {  s  =  s.split(tree.parent.cut.getHyperplane()).getMinus();  }  }  return  s;  }  	for  (BSPTree<S>  tree  =  this;  tree.parent  !=  null  &&  s  !=  null;  tree  =  tree.parent)  {  	297	replace-1
423	jackrabbit-oak_0c3b3306	buggy:  return  head.getRecordId().toString();  RecordId  id  =  RecordId.fromString(checkNotNull(checkpoint));  SegmentNodeState  root  =  new  SegmentNodeState(store.getWriter().getDummySegment(),  id);  return  root.getChildNode(ROOT);  context:  public  Blob  createBlob(InputStream  stream)  throws  IOException  {  return  store.getWriter().writeStream(stream);  }  public  synchronized  String  checkpoint(long  lifetime)  {  checkArgument(lifetime  >  0);      //  TODO:  Guard  the  checkpoint  from  garbage  collection      return  head.getRecordId().toString();  	String  name  =  UUID.randomUUID().toString();    for  (int  i  =  0;  i  <  5;  i++)  {  if  (commitSemaphore.tryAcquire())  {  try  {  refreshHead();    SegmentNodeState  ns  =  head;  RecordId  ri  =  head.getRecordId();    SegmentRootBuilder  builder  =  ns.builder();  NodeBuilder  cp  =  builder.child(name);  cp.setProperty( "timestamp ",  System.currentTimeMillis()  +  lifetime);  cp.setChildNode(ROOT,  ns.getChildNode(ROOT));    if  (journal.setHead(ri,  builder.getNodeState()  .getRecordId()))  {  refreshHead();  return  name;  }    }  finally  {  commitSemaphore.release();  }  }  }    return  name;  NodeState  cp  =  head.getChildNode(checkpoint).getChildNode(ROOT);  if  (cp.exists())  {  return  cp;  }  return  null;  	182	replace-5
424	jackrabbit-oak_d645112f	buggy:  context:  public  void  close()  throws  IOException  {  fs.close();  }  };  }  public  String  toString()  {  return  String.format( "SegmentTarNodeStore[%s] ",  dir);  }  	  private  boolean  copyCheckpoints(NodeBuilder  targetRoot)  {  if  (!(source  instanceof  TarNodeStore  &&  target  instanceof  TarNodeStore))  {  return  false;  }    TarNodeStore  sourceTarNS  =  (TarNodeStore)  source;  TarNodeStore  targetTarNS  =  (TarNodeStore)  target;    NodeState  srcSuperRoot  =  sourceTarNS.getSuperRoot();  NodeBuilder  builder  =  targetTarNS.getSuperRoot().builder();    String  previousRoot  =  null;  for  (String  checkpoint  :  getCheckpointPaths(srcSuperRoot))  {  NodeStateCopier.builder()  .include(checkpoint)  .exclude(checkpoint  +   "/root ")  .copy(srcSuperRoot,  builder);    NodeState  baseRoot;  if  (previousRoot  ==  null)  {  baseRoot  =  targetRoot.getNodeState();  }  else  {  baseRoot  =  getBuilder(builder,  previousRoot).getNodeState();  }  NodeBuilder  targetParent  =  getBuilder(builder,  checkpoint);  targetParent.setChildNode( "root ",  baseRoot);  previousRoot  =  checkpoint  +   "/root ";    NodeStateCopier.builder()  .include(checkpoint  +   "/root ")  .copy(srcSuperRoot,  builder);  }    targetTarNS.setSuperRoot(builder);  return  true;  }    private  static  List<String>  getCheckpointPaths(NodeState  superRoot)  {  List<ChildNodeEntry>  checkpoints  =  newArrayList(superRoot.getChildNode( "checkpoints ").getChildNodeEntries().iterator());  sort(checkpoints,  new  Comparator<ChildNodeEntry>()  {  @Override  public  int  compare(ChildNodeEntry  o1,  ChildNodeEntry  o2)  {  long  c1  =  o1.getNodeState().getLong( "created ");  long  c2  =  o1.getNodeState().getLong( "created ");  return  -Long.compare(c1,  c2);  }  });  return  transform(checkpoints,  new  Function<ChildNodeEntry,  String>()  {  @Nullable  @Override  public  String  apply(@Nullable  ChildNodeEntry  input)  {  return   "/checkpoints/ "  +  input.getName();  }  });  }    private  static  NodeBuilder  getBuilder(NodeBuilder  root,  String  path)  {  NodeBuilder  builder  =  root;  for  (String  element  :  PathUtils.elements(path))  {  builder  =  builder.child(element);  }  return  builder;  }  	75	add
425	camel_39ccf5d6	buggy:  context:  return  nextToken  !=  null;  }  public  Object  next()  {  Object  o  =  nextToken;  try  {  nextToken  =  getNextToken();  }  catch  (XMLStreamException  e)  {      //  }  return  o;  }  public  void  remove()  {  }  	nextToken  =  null;  throw  new  RuntimeException(e);  	579	add
426	flink_a17d4e82	buggy:  context:  if  (isDestroyed)  {  return  null;  }  Buffer  buffer  =  buffers.poll();  if  (buffer  !=  null)  {  return  buffer;  }  buffers.wait();  }  }  }  	public  boolean  isReleased()  {  return  isReleased;  }    @Override  	170	add
427	jackrabbit-oak_077efee5	buggy:  context:  static  Revision  newRevision(int  clusterId)  {  long  timestamp  =  getCurrentTimestamp();  int  c;  synchronized  (Revision.class)  {  if  (timestamp  ==  lastRevisionTimestamp)  {  c  =  ++lastRevisionCount;  }  else  {  lastRevisionTimestamp  =  timestamp;  lastRevisionCount  =  c  =  0;  }  }  	if  (timestamp  <  lastRevisionTimestamp)  {  timestamp  =  lastRevisionTimestamp;  }  	162	add
428	jackrabbit-oak_73cc2442	buggy:  if  (!builder.hasProperty(MoveDetector.SOURCE_PATH))  {  builder.setProperty(MoveDetector.SOURCE_PATH,  path);  }  context:  }  else  {  return  false;  }  }  }  protected  static  void  annotateSourcePath(NodeBuilder  builder,  String  path)  {  PropertyState  base  =  builder.getBaseState().getProperty(MoveDetector.SOURCE_PATH);  PropertyState  head  =  builder.getNodeState().getProperty(MoveDetector.SOURCE_PATH);  if  (Objects.equal(base,  head))  {      if  (!builder.hasProperty(MoveDetector.SOURCE_PATH))  {      builder.setProperty(MoveDetector.SOURCE_PATH,  path);      }  }  }  public  boolean  copyTo(NodeBuilder  newParent,  String  newName)  {  if  (isRoot())  {  	builder.setProperty(MoveDetector.SOURCE_PATH,  path);  	377	replace-3
429	wicket_99e22ce4	buggy:  context:  long  result  =  (long)rows  *  (long)columns;  int  desiredHiBits  =  -((int)(result  >>>  31)  &  1);  int  actualHiBits  =  (int)(result  >>>  32);  if  (desiredHiBits  ==  actualHiBits)  {  items  =  (int)result;  }  internalSetRowsPerPage(items);  }  	addedComponent(child);  	199	add
430	jackrabbit-oak_459bd065	buggy:  name,  value.getCalendar().getTimeInMillis(),  Type.DATE);  context:  throws  RepositoryException,  IOException  {  switch  (type)  {  case  PropertyType.BINARY:  return  PropertyStates.createProperty(  name,  store.createBlob(value.getStream()),  Type.BINARY);  case  PropertyType.BOOLEAN:  return  PropertyStates.createProperty(  name,  value.getBoolean(),  Type.BOOLEAN);  case  PropertyType.DATE:  return  PropertyStates.createProperty(          name,  value.getCalendar().getTimeInMillis(),  Type.DATE);  case  PropertyType.DECIMAL:  return  PropertyStates.createProperty(  name,  value.getDecimal(),  Type.DECIMAL);  case  PropertyType.DOUBLE:  return  PropertyStates.createProperty(  name,  value.getDouble(),  Type.DOUBLE);  case  PropertyType.LONG:  return  PropertyStates.createProperty(  	name,  value.getString(),  Type.DATE);  	295	replace-1
431	camel_2e985f9b	buggy:  if  (future  ==  null  &&  timedOut)  {  break;  }  else  if  (future  ==  null)  {  context:  }  else  {  LOG.trace( "Polling  completion  task  #{} ",  aggregated);  future  =  completion.poll(1,  TimeUnit.SECONDS);  if  (future  ==  null)  {  continue;  }  }      if  (future  ==  null  &&  timedOut)  {          //  we  are  timed  out  and  no  more  tasks  complete  so  break  out          break;      }  else  if  (future  ==  null)  {  AggregationStrategy  strategy  =  getAggregationStrategy(null);  if  (strategy  instanceof  TimeoutAwareAggregationStrategy)  {  Exchange  oldExchange  =  result.get();  	if  (future  ==  null)  {  	445	replace-3
432	commons-math_9e0c5ad4	buggy:  final  double  gammaAbs  =  SQRT_TWO_PI  /  x  *  context:  double  prod  =  x;  double  t  =  x;  while  (t  <  -0.5)  {  t  +=  1.0;  prod  *=  t;  }  ret  =  1.0  /  (prod  *  (1.0  +  invGamma1pm1(t)));  }  }  else  {  final  double  y  =  absX  +  LANCZOS_G  +  0.5;      final  double  gammaAbs  =  SQRT_TWO_PI  /  x  *  FastMath.pow(y,  absX  +  0.5)  *  FastMath.exp(-y)  *  lanczos(absX);  if  (x  >  0.0)  {  ret  =  gammaAbs;  }  else  {  	final  double  gammaAbs  =  SQRT_TWO_PI  /  absX  *  	698	replace-1
433	wicket_a4459ef4	buggy:  context:  BUBBLE,  EXACT  }  	else  {  dispatcher.dispatchEvent(cursor,  event);  }  	103	add
434	jackrabbit-oak_7a84b3a8	buggy:  try  {  String  childName  =  sessionDelegate.getOakName(PathUtils.getName(relPath));  NodeDefinition  def  =  dp.getDefinition(new  NodeImpl<NodeDelegate>(parent),  childName);  ntName  =  def.getDefaultPrimaryTypeName();  }  catch  (RepositoryException  e)  {  context:  throw  new  PathNotFoundException(relPath);  }  if  (parent.getChild(oakName)  !=  null)  {  throw  new  ItemExistsException(relPath);  }  String  ntName  =  primaryNodeTypeName;  if  (ntName  ==  null)  {  DefinitionProvider  dp  =  sessionDelegate.getDefinitionProvider();          try  {          String  childName  =  sessionDelegate.getOakName(PathUtils.getName(relPath));          NodeDefinition  def  =  dp.getDefinition(new  NodeImpl<NodeDelegate>(parent),  childName);          ntName  =  def.getDefaultPrimaryTypeName();          }  catch  (RepositoryException  e)  {  throw  new  ConstraintViolationException(  	String  childName  =  sessionDelegate.getOakName(PathUtils.getName(relPath));  NodeDefinition  def  =  dp.getDefinition(new  NodeImpl<NodeDelegate>(parent),  childName);  ntName  =  def.getDefaultPrimaryTypeName();  if  (ntName  ==  null)  {  	253	replace-5
435	accumulo_72fd6bec	buggy:  context:  appendProp(fileWriter,  Property.TSERV_WALOG_MAX_SIZE,   "100M ",  siteConfig);  appendProp(fileWriter,  Property.TSERV_NATIVEMAP_ENABLED,   "false ",  siteConfig);  appendProp(fileWriter,  Property.TRACE_TOKEN_PROPERTY_PREFIX  +   ".password ",  config.getRootPassword(),  siteConfig);  appendProp(fileWriter,  Property.GC_CYCLE_DELAY,   "4s ",  siteConfig);  appendProp(fileWriter,  Property.GC_CYCLE_START,   "0s ",  siteConfig);  mergePropWithRandomPort(siteConfig,  Property.MASTER_CLIENTPORT.getKey());  mergePropWithRandomPort(siteConfig,  Property.TRACE_PORT.getKey());  mergePropWithRandomPort(siteConfig,  Property.TSERV_CLIENTPORT.getKey());  mergePropWithRandomPort(siteConfig,  Property.MONITOR_PORT.getKey());  mergePropWithRandomPort(siteConfig,  Property.GC_PORT.getKey());  appendProp(fileWriter,  Property.TSERV_MAJC_DELAY,   "3 ",  siteConfig);  appendProp(fileWriter,  Property.GENERAL_CLASSPATHS,  libDir.getAbsolutePath()  +   "/[^.].*.jar ",  siteConfig);  	mergePropWithRandomPort(siteConfig,  Property.MONITOR_LOG4J_PORT.getKey());  	273	add
436	jackrabbit-oak_5286861d	buggy:  return  getHeadRevision();  context:  }  public  String  commit(String  path,  String  jsonDiff,  String  revisionId,  String  message)  throws  MicroKernelException  {  if  (rep  ==  null)  {  throw  new  IllegalStateException( "this  instance  has  already  been  disposed ");  }  if  (path.length()  >  0  &&  !PathUtils.isAbsolute(path))  {  throw  new  IllegalArgumentException( "absolute  path  expected:   "  +  path);  }  if  (jsonDiff  ==  null  ||  jsonDiff.length()  ==  0)  {      return  getHeadRevision();  }  Id  revId  =  revisionId  ==  null  ?  getHeadRevisionId()  :  Id.fromString(revisionId);  try  {  JsopTokenizer  t  =  new  JsopTokenizer(jsonDiff);  CommitBuilder  cb  =  rep.getCommitBuilder(revId,  message);  while  (true)  {  	return  revisionId  !=  null  ?  revisionId  :  getHeadRevision();  	414	replace-1
437	wicket_c849f986	buggy:  }  context:  public  int  read(byte[]  b,  int  off,  int  len)  throws  IOException  {  int  read  =  in.read(b,  off,  len);  bytesUploaded  +=  (read  <  0)  ?  0  :  read;  onUploadUpdate(bytesUploaded,  totalBytes);  return  read;  }  }  }  \  No  newline  at  end  of  file  	}//  clear  multipart  hint,  it  will  be  set  if  necessary  by  the  visitor  this.multiPart  &=  ~MULTIPART_HINT;    	369	replace-1
438	wicket_d3d42d42	buggy:  context:  else  if  (urlStartsWith(request.getClientUrl(),  namespace,  pageIdentifier)  &&  urlStartsWith(url,  pageIdentifier))  {  matches  =  true;  }  else  if  (urlStartsWith(request.getClientUrl(),  pageIdentifier)  &&  urlStartsWith(url,  pageIdentifier))  {  matches  =  true;  }  return  matches;  }  }  	else  if  (baseUrl.getSegments().size()  ==  2  &&  urlStartsWith(baseUrl,  bookmarkableIdentifier)  &&  url.getSegments().size()  ==  2  &&  urlStartsWith(url,  bookmarkableIdentifier))  {  matches  =  true;  }  	194	add
439	jackrabbit-oak_56accddf	buggy:  Dictionary  dictionary  =  new  LuceneDictionary(reader,  FieldNames.SUGGEST);  getLookup(directory,  analyzer,  tempSubChild).build(dictionary);  context:  try  {  tempDir  =  Files.createTempDir();  File  tempSubChild  =  new  File(tempDir,   "non-existing-sub-child ");      Dictionary  dictionary  =  new  LuceneDictionary(reader,  FieldNames.SUGGEST);      getLookup(directory,  analyzer,  tempSubChild).build(dictionary);  }  catch  (RuntimeException  e)  {  log.debug( "could  not  update  the  suggester ",  e);  }  finally  {  	if  (reader.getDocCount(FieldNames.SUGGEST)  >  0)  {  Dictionary  dictionary  =  new  LuceneDictionary(reader,  FieldNames.SUGGEST);  getLookup(directory,  analyzer,  tempSubChild).build(dictionary);  }  	69	replace-2
440	camel_5f78c646	buggy:  context:  bytes  =  value.getBytes(charsetName);  }  catch  (UnsupportedEncodingException  e)  {  LOG.warn( "Cannot  convert  the  byte  to  String  with  the  charset   "  +  charsetName,  e);  }  }  }  if  (bytes  ==  null)  {  bytes  =  value.getBytes();  }  buf.put(bytes);  return  buf;  }  public  static  ByteBuffer  toByteBuffer(Short  value)  {  ByteBuffer  buf  =  ByteBuffer.allocate(2);  buf.putShort(value);  return  buf;  }  	buf.flip();  	102	add
441	wicket_c86b972a	buggy:  protected  PageComponentInfo  getPageComponentInfo(Url  url)  if  (url.getQueryParameters().size()  >  0)  QueryParameter  param  =  url.getQueryParameters().get(0);  if  (Strings.isEmpty(param.getValue()))  return  PageComponentInfo.parse(param.getName());  context:  }  protected  PageComponentInfo  getPageComponentInfo(Url  url)  {  if  (url  ==  null)  {  throw  new  IllegalStateException( "Argument  'url'  may  not  be  null. ");  }  if  (url.getQueryParameters().size()  >  0)  {  	protected  PageComponentInfo  getPageComponentInfo(final  Url  url)  else  for  (QueryParameter  queryParameter  :  url.getQueryParameters())  if  (Strings.isEmpty(queryParameter.getValue()))  {  PageComponentInfo  pageComponentInfo  =  PageComponentInfo.parse(queryParameter.getName());  if  (pageComponentInfo  !=  null)  {  return  pageComponentInfo;  }  }  	83	replace-5
442	flink_f2f5bd5b	buggy:  context:  throw  new  IllegalStateException( "Window   "  +  window  +   "  is  not  in  in-flight  window  set. ");  }  }  	context.key  =  key;  	110	add
443	jackrabbit-oak_f63d745a	buggy:  .array(Type.fromTag(type,  false),  name)  context:  PropertyState  createMultiState(String  name,  int  type,  Value[]  values,  PropertyDefinition  definition)  throws  RepositoryException  {  if  (!definition.isMultiple())  {  throw  new  ValueFormatException( "Cannot  set  value  array  to  single  value  property ");  }  Value[]  nonNullValues  =  compact(values);  int  targetType  =  getType(definition,  type);  if  (nonNullValues.length  ==  0)  {  return  MemoryPropertyBuilder          .array(Type.fromTag(type,  false),  name)  .getPropertyState();  }  else  if  (targetType  ==  type)  {  return  PropertyStates.createProperty(name,  Arrays.asList(nonNullValues));  	if  (targetType  ==  PropertyType.UNDEFINED)  {  targetType  =  PropertyType.STRING;  }  .array(Type.fromTag(targetType,  false),  name)  	433	replace-1
444	accumulo_adee0f12	buggy:  context:  public  void  putDelete(Text  columnFamily,  Text  columnQualifier,  long  timestamp)  {  put(columnFamily,  columnQualifier,  EMPTY_BYTES,  true,  timestamp,  true,  EMPTY_BYTES);  }  public  void  putDelete(Text  columnFamily,  Text  columnQualifier,  ColumnVisibility  columnVisibility,  long  timestamp)  {  put(columnFamily,  columnQualifier,  columnVisibility.getExpression(),  true,  timestamp,  true,  EMPTY_BYTES);  }  public  void  put(CharSequence  columnFamily,  CharSequence  columnQualifier,  Value  value)  {  put(columnFamily,  columnQualifier,  EMPTY_BYTES,  false,  0l,  false,  value.get());  	  if  (row  ==  null)  {  throw  new  IllegalArgumentException( "null  row ");  }  if  (colFamily  ==  null)  {  throw  new  IllegalArgumentException( "null  column  family ");  }  if  (colQualifier  ==  null)  {  throw  new  IllegalArgumentException( "null  column  qualifier ");  }  if  (colVisibility  ==  null)  {  throw  new  IllegalArgumentException( "null  column  visibility ");  }  	294	add
445	camel_1cab39f6	buggy:  parent.mkdirs();  context:  }  protected  void  loadStore()  throws  IOException  {  if  (!fileStore.exists())  {  LOG.debug( "Creating  filestore:  {} ",  fileStore);  File  parent  =  fileStore.getParentFile();      parent.mkdirs();  boolean  created  =  FileUtil.createNewFile(fileStore);  if  (!created)  {  throw  new  IOException( "Cannot  create  filestore:   "  +  fileStore);  }  }  	if  (parent  !=  null)  {  parent.mkdirs();  }  	293	replace-1
446	wicket_0374c040	buggy:  sb.append( "var  params  =  { ");  boolean  first  =  true;  if  (!first)  sb.append(',');  else  first  =  false;  sb.append('\'').append(curExtraParameter.getAjaxParameterName()).append( "':   ")  .append(curExtraParameter.getAjaxParameterCode());  sb.append( "};\n ");  if  (attributes.getExtraParameters().isEmpty())  {  sb.append( "attrs. ").append(AjaxAttributeName.EXTRA_PARAMETERS).append( "  =  params;\n ");  }  else  {  sb.append( "attrs. ").append(AjaxAttributeName.EXTRA_PARAMETERS).append( "  =  Wicket.merge(attrs. ")  .append(AjaxAttributeName.EXTRA_PARAMETERS).append( ",  params);\n ");  }  context:  public  CharSequence  getCallbackFunctionBody(CallbackParameter...  extraParameters)  {  AjaxRequestAttributes  attributes  =  getAttributes();  attributes.setEventNames();  CharSequence  attrsJson  =  renderAjaxAttributes(getComponent(),  attributes);  StringBuilder  sb  =  new  StringBuilder();  sb.append( "var  attrs  =   ");  sb.append(attrsJson);  sb.append( ";\n ");  sb.append( "var  params  =  { ");  boolean  first  =  true;  for  (CallbackParameter  curExtraParameter  :  extraParameters)  {  if  (curExtraParameter.getAjaxParameterName()  !=  null)  {  if  (!first)  sb.append(',');  else  	JSONArray  jsonArray  =  new  JSONArray();  try  {  JSONObject  object  =  new  JSONObject();  object.put( "name ",  curExtraParameter.getAjaxParameterName());  object.put( "value ",  new  JsonFunction(curExtraParameter.getAjaxParameterCode()));  jsonArray.put(object);  }  catch  (JSONException  e)  {  throw  new  WicketRuntimeException(e);  }  sb.append( "var  params  =   ").append(jsonArray).append( ";\n ");  sb.append( "attrs. ").append(AjaxAttributeName.EXTRA_PARAMETERS)  .append( "  =  params.concat(attrs. ")  .append(AjaxAttributeName.EXTRA_PARAMETERS).append( ");\n ");  	507	replace-18
447	jackrabbit-oak_4ed7bc8e	buggy:  @CheckForNull  return  sessionDelegate.perform(new  SessionOperation<PropertyImpl>()  {  public  PropertyImpl  perform()  throws  RepositoryException  {  String  oakName  =  sessionDelegate.getOakPathOrThrow(jcrName);  dlg.removeProperty(oakName);  return  null;  context:  if  (value  !=  null)  {  type  =  value.getType();  }  return  setProperty(name,  value,  type);  }  @CheckForNull  public  Property  setProperty(final  String  jcrName,  final  Value  value,  final  int  type)  throws  RepositoryException  {  checkStatus();      return  sessionDelegate.perform(new  SessionOperation<PropertyImpl>()  {      public  PropertyImpl  perform()  throws  RepositoryException  {  	@Nonnull  return  sessionDelegate.perform(new  SessionOperation<Property>()  {  public  Property  perform()  throws  RepositoryException  {  Property  property  =  getProperty(jcrName);  property.remove();  return  property;  String  oakName  =  sessionDelegate.getOakPathOrThrow(jcrName);  	305	replace-6
448	commons-math_061f5017	buggy:  loop  =  false;  context:  error  =  estimateError(yDotK,  y,  yTmp,  stepSize);  if  (error  <=  1.0)  {  interpolator.storeTime(stepStart  +  stepSize);  if  (manager.evaluateStep(interpolator))  {  final  double  dt  =  manager.getEventTime()  -  stepStart;  if  (Math.abs(dt)  <=  Math.ulp(stepStart))  {        //  rejecting  the  step  would  lead  to  a  too  small  next  step,  we  accept  it        loop  =  false;  	interpolator.storeTime(stepStart);  System.arraycopy(y,  0,  yTmp,  0,  y0.length);  hNew          =  0;  stepSize  =  0;  loop          =  false;  	296	replace-1
