bugid	buggy	patch
elasticsearch_1952df982b69873544c00470293ee851697abbf4	buggy:  final  ArrayList<String>  fieldsOrder  =  new  ArrayList<String>();  context:  IndexWriter  indexWriter  =  new  IndexWriter(dir,  new  IndexWriterConfig(Lucene.VERSION,  Lucene.STANDARD_ANALYZER));  Document  document  =  new  Document();  document.add(new  TextField( "_id ",   "1 ",  Field.Store.YES));  document.add(new  TextField( "#id ",   "1 ",  Field.Store.YES));  indexWriter.addDocument(document);  IndexReader  reader  =  DirectoryReader.open(indexWriter,  true);  IndexSearcher  searcher  =  new  IndexSearcher(reader);  TopDocs  topDocs  =  searcher.search(new  TermQuery(new  Term( "_id ",   "1 ")),  1);          final  ArrayList<String>  fieldsOrder  =  new  ArrayList<String>();          final  ArrayList<String>  fieldsOrder  =  new  ArrayList<>();  searcher.doc(topDocs.scoreDocs[0].doc,  new  StoredFieldVisitor()  {  public  Status  needsField(FieldInfo  fieldInfo)  throws  IOException  {  fieldsOrder.add(fieldInfo.name);  return  Status.YES;  }  });  	final  ArrayList<String>  fieldsOrder  =  new  ArrayList<>();  
elasticsearch_ebd95b7eb80cb89dfc4c9567a00cca715f4e999b	buggy:  return  new  FsTranslog(shardId,  EMPTY_SETTINGS,  new  File( "work/fs-translog "),  false);  context:  public  class  FsChannelSimpleTranslogTests  extends  AbstractSimpleTranslogTests  {          return  new  FsTranslog(shardId,  EMPTY_SETTINGS,  new  File( "work/fs-translog "),  false);          return  new  FsTranslog(shardId,  EMPTY_SETTINGS,  new  File( "work/fs-translog "));  }  FileSystemUtils.deleteRecursively(new  File( "work/fs-translog "),  true);  }  }  	return  new  FsTranslog(shardId,  EMPTY_SETTINGS,  new  File( "work/fs-translog "));  
elasticsearch_ad0d681b6d5273c0f448fe3490ca01dd028d13a1	buggy:  Engine  engine  =  new  RobinEngine(shardId,  settings,  store,  deletionPolicy,  new  FsTranslog(shardId,  EMPTY_SETTINGS,  new  File( "work/fs-translog "),  false),  new  LogByteSizeMergePolicyProvider(store,  new  IndexSettingsService(shardId.index(),  EMPTY_SETTINGS)),  context:  Settings  settings  =  EMPTY_SETTINGS;  Store  store  =  new  ByteBufferStore(shardId,  settings,  null,  new  ByteBufferCache(settings));  store.deleteContent();  ThreadPool  threadPool  =  new  ThreadPool();  SnapshotDeletionPolicy  deletionPolicy  =  new  SnapshotDeletionPolicy(new  KeepOnlyLastDeletionPolicy(shardId,  settings));          Engine  engine  =  new  RobinEngine(shardId,  settings,  store,  deletionPolicy,  new  FsTranslog(shardId,  EMPTY_SETTINGS,  new  File( "work/fs-translog "),  false),  new  LogByteSizeMergePolicyProvider(store,  new  IndexSettingsService(shardId.index(),  EMPTY_SETTINGS)),          Engine  engine  =  new  RobinEngine(shardId,  settings,  new  IndexSettingsService(shardId.index(),  settings),  store,  deletionPolicy,  new  FsTranslog(shardId,  EMPTY_SETTINGS,  new  File( "work/fs-translog "),  false),  new  LogByteSizeMergePolicyProvider(store,  new  IndexSettingsService(shardId.index(),  EMPTY_SETTINGS)),  new  ConcurrentMergeSchedulerProvider(shardId,  settings),  new  AnalysisService(shardId.index()),  new  SimilarityService(shardId.index()),  new  NonBloomCache(shardId.index()));  engine.start();  SimpleEngineBenchmark  benchmark  =  new  SimpleEngineBenchmark(store,  engine)  .numberOfContentItems(1000)  .searcherThreads(50).searcherIterations(10000)  .writerThreads(10).writerIterations(10000)  .refreshSchedule(new  TimeValue(1,  TimeUnit.SECONDS))  	Engine  engine  =  new  RobinEngine(shardId,  settings,  new  IndexSettingsService(shardId.index(),  settings),  store,  deletionPolicy,  new  FsTranslog(shardId,  EMPTY_SETTINGS,  new  File( "work/fs-translog "),  false),  new  LogByteSizeMergePolicyProvider(store,  new  IndexSettingsService(shardId.index(),  EMPTY_SETTINGS)),  
elasticsearch_f7b538e17f294eb93cad2b34d027c60425906153	buggy:  out.writeBytesReference(entry.source(),  true);  context:  public  void  writeTo(IndexWarmersMetaData  warmers,  StreamOutput  out)  throws  IOException  {  out.writeVInt(warmers.entries().size());  for  (Entry  entry  :  warmers.entries())  {  out.writeUTF(entry.name());  out.writeStringArray(entry.types());  if  (entry.source()  ==  null)  {  out.writeBoolean(false);  }  else  {  out.writeBoolean(true);                      out.writeBytesReference(entry.source(),  true);                      out.writeBytesReference(entry.source());  }  }  }  public  IndexWarmersMetaData  fromMap(Map<String,  Object>  map)  throws  IOException  {  if  (map.size()  ==  1  &&  map.containsKey(TYPE))  {  	out.writeBytesReference(entry.source());  
elasticsearch_3e264f6b95c6356c43adc2ec2053a612ffbfce80	buggy:  public  void  close(boolean  delete)  throws  ElasticSearchException  {  context:  this.mergeFactor  =  componentSettings.getAsInt( "merge_factor ",  LogDocMergePolicy.DEFAULT_MERGE_FACTOR);  this.calibrateSizeByDeletes  =  componentSettings.getAsBoolean( "calibrate_size_by_deletes ",  true);  this.asyncMerge  =  indexSettings.getAsBoolean( "index.merge.async ",  true);  mergeFactor,  minMergeDocs,  maxMergeDocs,  calibrateSizeByDeletes,  asyncMerge);  indexSettingsService.addListener(applySettings);  }      public  void  close(boolean  delete)  throws  ElasticSearchException  {      public  void  close()  throws  ElasticSearchException  {  indexSettingsService.removeListener(applySettings);  }  public  LogDocMergePolicy  newMergePolicy()  {  CustomLogDocMergePolicy  mergePolicy;  if  (asyncMerge)  {  mergePolicy  =  new  EnableMergeLogDocMergePolicy(this);  	public  void  close()  throws  ElasticSearchException  {  
elasticsearch_e2cb7edb08b9bb2367117de9b60e5ef2fc4ce3f6	buggy:  assert  currentState  ==  stage;  context:  queryCollectors  =  new  ArrayList<Collector>();  }  queryCollectors.add(collector);  }  public  void  inStage(Stage  stage)  {  this.currentState  =  stage;  }  public  void  finishStage(Stage  stage)  {          assert  currentState  ==  stage;          assert  currentState  ==  stage  :   "Expected  stage   "  +  stage  +   "  but  was  stage   "  +  currentState;  this.currentState  =  Stage.NA;  }  public  Query  rewrite(Query  original)  throws  IOException  {  if  (original  ==  searchContext.query()  ||  original  ==  searchContext.parsedQuery().query())  {  if  (searchContext.queryRewritten())  {  	assert  currentState  ==  stage  :   "Expected  stage   "  +  stage  +   "  but  was  stage   "  +  currentState;  
elasticsearch_05b6c46becc8c26c06b84caebffe5902941b60d0	buggy:  ClearIndicesCacheResponse  clearIndicesCacheResponse  =  client1.admin().indices().clearCache(clearIndicesCacheRequest( "test ")).actionGet();  context:  IndicesExistsResponse  indicesExistsResponse  =  client1.admin().indices().prepareExists(getConcreteIndexName()).execute().actionGet();  assertThat(indicesExistsResponse.isExists(),  equalTo(true));  indicesExistsResponse  =  client1.admin().indices().prepareExists( "test1234565 ").execute().actionGet();  assertThat(indicesExistsResponse.isExists(),  equalTo(false));          ClearIndicesCacheResponse  clearIndicesCacheResponse  =  client1.admin().indices().clearCache(clearIndicesCacheRequest( "test ")).actionGet();          ClearIndicesCacheResponse  clearIndicesCacheResponse  =  client1.admin().indices().clearCache(clearIndicesCacheRequest( "test ").recycler(true).fieldDataCache(true).filterCache(true).idCache(true)).actionGet();  assertThat(clearIndicesCacheResponse.getSuccessfulShards(),  equalTo(10));  assertThat(clearIndicesCacheResponse.getFailedShards(),  equalTo(0));  OptimizeResponse  optimizeResponse  =  client1.admin().indices().prepareOptimize( "test ").execute().actionGet();  assertThat(optimizeResponse.getSuccessfulShards(),  equalTo(10));  assertThat(optimizeResponse.getFailedShards(),  equalTo(0));  	ClearIndicesCacheResponse  clearIndicesCacheResponse  =  client1.admin().indices().clearCache(clearIndicesCacheRequest( "test ").recycler(true).fieldDataCache(true).filterCache(true).idCache(true)).actionGet();  
libgdx_ee8abe88c4b2b706551b37579bc749dc5bd6cc32	buggy:  TextureRegion  tileRegion  =  new  TextureRegion(new  TextureRegion(texture,  x,  y,  tilewidth,  tileheight));  context:  TiledMapTileSet  tileset  =  new  TiledMapTileSet();  tileset.setName(name);  int  stopWidth  =  texture.getRegionWidth()  -  tilewidth;  int  stopHeight  =  texture.getRegionHeight()  -  tileheight;  int  id  =  firstgid;  for  (int  y  =  margin;  y  <=  stopHeight;  y  +=  tileheight  +  spacing)  {  for  (int  x  =  margin;  x  <=  stopWidth;  x  +=  tilewidth  +  spacing)  {  TextureRegion  tileRegion  =  new  TextureRegion(new  TextureRegion(texture,  x,  y,  tilewidth,  tileheight));  TextureRegion  tileRegion  =  new  TextureRegion(texture,  x,  y,  tilewidth,  tileheight);  if  (!yUp)  {  tileRegion.flip(false,  true);  }  TiledMapTile  tile  =  new  StaticTiledMapTile(tileRegion);  tile.setId(id);  tileset.putTile(id++,  tile);  }  }  	TextureRegion  tileRegion  =  new  TextureRegion(texture,  x,  y,  tilewidth,  tileheight);  
elasticsearch_2b9bdc37961022c0f254f86fac083f5d2fdeca12	buggy:  entry  =  new  InternalBoundedFullHistogramFacet.FullEntry(index,  0,  Double.MAX_VALUE,  Double.MIN_VALUE,  0,  0);  context:  this.entries  =  CacheRecycler.popObjectArray(size);  }  if  (value  <=  from  ||  value  >  to)  {  //  bounds  check  return;  }  int  index  =  ((int)  ((value  +  offset)  /  interval));  InternalBoundedFullHistogramFacet.FullEntry  entry  =  (InternalBoundedFullHistogramFacet.FullEntry)  entries[index];  if  (entry  ==  null)  {                  entry  =  new  InternalBoundedFullHistogramFacet.FullEntry(index,  0,  Double.MAX_VALUE,  Double.MIN_VALUE,  0,  0);                  entry  =  new  InternalBoundedFullHistogramFacet.FullEntry(index,  0,  Double.POSITIVE_INFINITY,  Double.NEGATIVE_INFINITY,  0,  0);  entries[index]  =  entry;  }  entry.count++;  valueAggregator.entry  =  entry;  valueFieldData.forEachValueInDoc(docId,  valueAggregator);  }  	entry  =  new  InternalBoundedFullHistogramFacet.FullEntry(index,  0,  Double.POSITIVE_INFINITY,  Double.NEGATIVE_INFINITY,  0,  0);  
elasticsearch_21405f5aa49e77c345c187f3a4ec86e7f7dcd23f	buggy:  System.out.println(fragment);  context:  IndexReader  reader  =  IndexReader.open(indexWriter,  true);  IndexSearcher  searcher  =  new  IndexSearcher(reader);  TopDocs  topDocs  =  searcher.search(new  TermQuery(new  Term( "_id ",   "1 ")),  1);  assertThat(topDocs.totalHits,  equalTo(1));  FastVectorHighlighter  highlighter  =  new  FastVectorHighlighter();  String  fragment  =  highlighter.getBestFragment(highlighter.getFieldQuery(new  TermQuery(new  Term( "content ",   "bad "))),  reader,  topDocs.scoreDocs[0].doc,   "content ",  30);  assertThat(fragment,  notNullValue());          System.out.println(fragment);          assertThat(fragment,  equalTo( "e  big  <b>bad</b>  dog   "));  }  public  void  testVectorHighlighterPrefixQuery()  throws  Exception  {  Directory  dir  =  new  RAMDirectory();  IndexWriter  indexWriter  =  new  IndexWriter(dir,  new  IndexWriterConfig(Lucene.VERSION,  Lucene.STANDARD_ANALYZER));  indexWriter.addDocument(doc().add(field( "_id ",   "1 ")).add(field( "content ",   "the  big  bad  dog ",  Field.Store.YES,  Field.Index.ANALYZED,  Field.TermVector.WITH_POSITIONS_OFFSETS)).build());  	assertThat(fragment,  equalTo( "e  big  <b>bad</b>  dog   "));  
elasticsearch_270b109e655cf5165b3cccd51dcf0ab0920a0e8c	buggy:  return  new  ShardFlushRequest(shard.index(),  shard.id(),  request);  context:  return  new  FlushResponse(shardsResponses.length(),  successfulShards,  failedShards,  shardFailures);  }  protected  ShardFlushRequest  newShardRequest()  {  return  new  ShardFlushRequest();  }  protected  ShardFlushRequest  newShardRequest(int  numShards,  ShardRouting  shard,  FlushRequest  request)  {          return  new  ShardFlushRequest(shard.index(),  shard.id(),  request);          return  new  ShardFlushRequest(shard.shardId(),  request);  }  protected  ShardFlushResponse  newShardResponse()  {  return  new  ShardFlushResponse();  }  	return  new  ShardFlushRequest(shard.shardId(),  request);  
elasticsearch_efe85f322a073313d35f7261bfbe04baa3235de1	buggy:  lookup  =  new  SearchLookup(mapperService(),  indexCache().fieldData());  context:  }  private  SearchLookup  lookup  =  null;  public  SearchLookup  lookup()  {  SearchContext  current  =  SearchContext.current();  if  (current  !=  null)  {  return  current.lookup();  }  if  (lookup  ==  null)  {              lookup  =  new  SearchLookup(mapperService(),  indexCache().fieldData());              lookup  =  new  SearchLookup(mapperService(),  indexCache().fieldData(),  null);  }  return  lookup;  }  public  long  nowInMillis()  {  SearchContext  current  =  SearchContext.current();  if  (current  !=  null)  {  return  current.nowInMillis();  	lookup  =  new  SearchLookup(mapperService(),  indexCache().fieldData(),  null);  
elasticsearch_051beb51a3847c457324ecc07db708538e34d15c	buggy:  assert  request.versionType().validateVersion(request.version());  context:  indexShard.refresh(new  Engine.Refresh( "refresh_flag_index ").force(false));  }  catch  (Throwable  e)  {  }  }  request.version(version);  request.versionType(request.versionType().versionTypeForReplicationAndRecovery());          assert  request.versionType().validateVersion(request.version());          assert  request.versionType().validateVersionForWrites(request.version());  IndexResponse  response  =  new  IndexResponse(request.index(),  request.type(),  request.id(),  version,  created);  return  new  PrimaryResponse<>(shardRequest.request,  response,  op);  }  protected  void  shardOperationOnReplica(ReplicaOperationRequest  shardRequest)  {  IndexShard  indexShard  =  indicesService.indexServiceSafe(shardRequest.request.index()).shardSafe(shardRequest.shardId);  	assert  request.versionType().validateVersionForWrites(request.version());  
elasticsearch_a8969cd672cd025ecb2cd82356113980dd204327	buggy:  return  ThreadPool.Names.CACHED;  context:  private  final  MetaDataStateIndexService  stateIndexService;  ThreadPool  threadPool,  MetaDataStateIndexService  stateIndexService)  {  super(settings,  transportService,  clusterService,  threadPool);  this.stateIndexService  =  stateIndexService;  }          return  ThreadPool.Names.CACHED;          return  ThreadPool.Names.MANAGEMENT;  }  return  TransportActions.Admin.Indices.CLOSE;  }  return  new  CloseIndexRequest();  	return  ThreadPool.Names.MANAGEMENT;  
elasticsearch_1257109944e0e44a61c5319835ce73425a3c24e3	buggy:  builder.put( "index.number_of_shards ",  between(1,5)).put( "index.number_of_replicas ",  between(0,3));  context:  assertThat(suggest,  notNullValue());  assertThat(suggest.size(),  equalTo(1));  assertThat(suggest.getSuggestion( "simple ").getName(),  equalTo( "simple "));  assertThat(suggest.getSuggestion( "simple ").getEntries().size(),  equalTo(1));  assertThat(suggest.getSuggestion( "simple ").getEntries().get(0).getOptions().size(),  equalTo(3));  }  public  void  testShardFailures()  throws  IOException,  InterruptedException  {  Builder  builder  =  ImmutableSettings.builder();          builder.put( "index.number_of_shards ",  between(1,5)).put( "index.number_of_replicas ",  between(0,3));          builder.put( "index.number_of_shards ",  between(1,  5)).put( "index.number_of_replicas ",  between(0,  2));  builder.put( "index.analysis.analyzer.suggest.tokenizer ",   "standard ");  builder.putArray( "index.analysis.analyzer.suggest.filter ",   "standard ",   "lowercase ",   "shingler ");  builder.put( "index.analysis.filter.shingler.type ",   "shingle ");  builder.put( "index.analysis.filter.shingler.min_shingle_size ",  2);  builder.put( "index.analysis.filter.shingler.max_shingle_size ",  5);  builder.put( "index.analysis.filter.shingler.output_unigrams ",  true);  XContentBuilder  mapping  =  XContentFactory.jsonBuilder().startObject().startObject( "type1 ")  	builder.put( "index.number_of_shards ",  between(1,  5)).put( "index.number_of_replicas ",  between(0,  2));  
elasticsearch_f4bf0d5112b5c6f29b651586d72c3972db5a2834	buggy:  request.indices(clusterService.state().metaData().concreteIndices(request.indices(),  request.ignoreIndices(),  false));  context:  return  new  OpenIndexRequest();  }  protected  OpenIndexResponse  newResponse()  {  return  new  OpenIndexResponse();  }  protected  void  doExecute(OpenIndexRequest  request,  ActionListener<OpenIndexResponse>  listener)  {          request.indices(clusterService.state().metaData().concreteIndices(request.indices(),  request.ignoreIndices(),  false));          request.indices(clusterService.state().metaData().concreteIndices(request.indices(),  request.indicesOptions()));  super.doExecute(request,  listener);  }  protected  ClusterBlockException  checkBlock(OpenIndexRequest  request,  ClusterState  state)  {  return  state.blocks().indicesBlockedException(ClusterBlockLevel.METADATA,  request.indices());  }  	request.indices(clusterService.state().metaData().concreteIndices(request.indices(),  request.indicesOptions()));  
elasticsearch_1952df982b69873544c00470293ee851697abbf4	buggy:  routing  =  new  HashSet<String>(routingSize);  context:  }  public  void  readFrom(StreamInput  in)  throws  IOException  {  super.readFrom(in);  source  =  in.readBytesReference();  shardId  =  in.readVInt();  types  =  in.readStringArray();  int  routingSize  =  in.readVInt();  if  (routingSize  >  0)  {              routing  =  new  HashSet<String>(routingSize);              routing  =  new  HashSet<>(routingSize);  for  (int  i  =  0;  i  <  routingSize;  i++)  {  routing.add(in.readString());  }  }  int  aliasesSize  =  in.readVInt();  if  (aliasesSize  >  0)  {  filteringAliases  =  new  String[aliasesSize];  for  (int  i  =  0;  i  <  aliasesSize;  i++)  {  	routing  =  new  HashSet<>(routingSize);  
elasticsearch_b55ad98d73b0d89763295e508710f28d240279a2	buggy:  conf.setMergePolicy(randomBoolean()  ?  NoMergePolicy.COMPOUND_FILES  :  NoMergePolicy.NO_COMPOUND_FILES);  context:  public  void  setUp()  throws  Exception  {  super.setUp();  referenceAll  =  Maps.newHashMap();  referenceNotDeleted  =  Maps.newHashMap();  referenceFilter  =  Maps.newHashMap();  Directory  dir  =  newDirectory();  IndexWriterConfig  conf  =  newIndexWriterConfig(TEST_VERSION_CURRENT,  new  MockAnalyzer(random()));  if  (frequently())  {              conf.setMergePolicy(randomBoolean()  ?  NoMergePolicy.COMPOUND_FILES  :  NoMergePolicy.NO_COMPOUND_FILES);              conf.setMergePolicy(NoMergePolicy.INSTANCE);  }  iw  =  new  IndexWriter(dir,  conf);  terms  =  new  String[scaledRandomIntBetween(10,  300)];  for  (int  i  =  0;  i  <  terms.length;  i++)  {  terms[i]  =  randomAsciiOfLength(5);  }  int  numberOfDocs  =  scaledRandomIntBetween(30,  300);  	conf.setMergePolicy(NoMergePolicy.INSTANCE);  
elasticsearch_76b32a646c644c3eaf41758f91887cab58c22d08	buggy:  String  initialShards  =  indexMetaData.settings().get( "index.recovery.initial_shards ",  this.initialShards);  context:  nodesWithHighestVersion.add(node);  }  }  }  }  int  requiredAllocation  =  1;  try  {  IndexMetaData  indexMetaData  =  routingNodes.metaData().index(shard.index());                  String  initialShards  =  indexMetaData.settings().get( "index.recovery.initial_shards ",  this.initialShards);                  String  initialShards  =  indexMetaData.settings().get( "index.recovery.initial_shards ",  settings.get( "index.recovery.initial_shards ",  this.initialShards));  if  ( "quorum ".equals(initialShards))  {  if  (indexMetaData.numberOfReplicas()  >  1)  {  requiredAllocation  =  ((1  +  indexMetaData.numberOfReplicas())  /  2)  +  1;  }  }  else  if  ( "quorum-1 ".equals(initialShards)  ||   "half ".equals(initialShards))  {  if  (indexMetaData.numberOfReplicas()  >  2)  {  requiredAllocation  =  ((1  +  indexMetaData.numberOfReplicas())  /  2);  }  	String  initialShards  =  indexMetaData.settings().get( "index.recovery.initial_shards ",  settings.get( "index.recovery.initial_shards ",  this.initialShards));  
elasticsearch_cd0e1226e1788c376ba1030a241d7d83d36a7cf1	buggy:  timeUnit,  parseUpperInclusive,  ignoreMalformed);  context:  }  public  DateFieldMapper  build(BuilderContext  context)  {  boolean  parseUpperInclusive  =  Defaults.PARSE_UPPER_INCLUSIVE;  if  (context.indexSettings()  !=  null)  {  parseUpperInclusive  =  context.indexSettings().getAsBoolean( "index.mapping.date.parse_upper_inclusive ",  Defaults.PARSE_UPPER_INCLUSIVE);  }  DateFieldMapper  fieldMapper  =  new  DateFieldMapper(buildNames(context),  dateTimeFormatter,  precisionStep,  fuzzyFactor,  index,  store,  boost,  omitNorms,  indexOptions,  nullValue,                      timeUnit,  parseUpperInclusive,  ignoreMalformed);                      timeUnit,  parseUpperInclusive,  ignoreMalformed(context));  fieldMapper.includeInAll(includeInAll);  return  fieldMapper;  }  }  public  static  class  TypeParser  implements  Mapper.TypeParser  {  public  Mapper.Builder  parse(String  name,  Map<String,  Object>  node,  ParserContext  parserContext)  throws  MapperParsingException  {  	timeUnit,  parseUpperInclusive,  ignoreMalformed(context));  
elasticsearch_61eac483ede9f6c6c72439abcddc838d6a41a588	buggy:  immutableCluster().wipeIndices( "idx ");  context:  assertThat(filter.getDocCount(),  equalTo(count));  }  }  public  void  testDuelTerms()  throws  Exception  {  final  int  numDocs  =  scaledRandomIntBetween(1000,  2000);  final  int  maxNumTerms  =  randomIntBetween(10,  5000);  final  IntOpenHashSet  valuesSet  =  new  IntOpenHashSet();          immutableCluster().wipeIndices( "idx ");          cluster().wipeIndices( "idx ");  prepareCreate( "idx ")  .setSettings(ImmutableSettings.builder().put(InternalGlobalOrdinalsBuilder.ORDINAL_MAPPING_THRESHOLD_INDEX_SETTING_KEY,  randomIntBetween(1,  maxNumTerms)))  .addMapping( "type ",  jsonBuilder().startObject()  .startObject( "type ")  .startObject( "properties ")  .startObject( "string_values ")  .field( "type ",   "string ")  .field( "index ",   "not_analyzed ")  	cluster().wipeIndices( "idx ");  
elasticsearch_5c00dc577388c9efbb13e612dec88a49b7165141	buggy:  Engine.Searcher  searcher  =  shard.searcher();  context:  }  private  boolean  hasPercolatorType(IndexShard  indexShard)  {  ShardId  otherShardId  =  indexShard.shardId();  return  shardId.equals(otherShardId)  &&  mapperService.hasMapping(PercolatorService.Constants.TYPE_NAME);  }  private  void  loadQueries(IndexShard  shard)  {  try  {  shard.refresh(new  Engine.Refresh().force(true));                  Engine.Searcher  searcher  =  shard.searcher();                  Engine.Searcher  searcher  =  shard.acquireSearcher();  try  {  Query  query  =  new  XConstantScoreQuery(  indexCache.filter().cache(  new  TermFilter(new  Term(TypeFieldMapper.NAME,  PercolatorService.Constants.TYPE_NAME))  )  );  QueriesLoaderCollector  queries  =  new  QueriesLoaderCollector(PercolatorQueriesRegistry.this,  logger,  indexFieldDataService);  searcher.searcher().search(query,  queries);  	Engine.Searcher  searcher  =  shard.acquireSearcher();  
libgdx_a81506b17bf8f5c48988b2413438594b72e07223	buggy:  new  JoglApplication(new  com.badlogic.gdx.tests.KinematicBodyTest(),   "Debug  Test ",  480,  320,  false);  context:  package  com.badlogic.gdx.tests.jogl;  public  class  JoglDebugStarter  {  public  static  void  main  (String[]  argv)  {  new  JoglApplication(new  com.badlogic.gdx.tests.KinematicBodyTest(),   "Debug  Test ",  480,  320,  false);  new  JoglApplication(new  com.badlogic.gdx.tests.MatrixJNITest(),   "Debug  Test ",  480,  320,  false);  }  }  	new  JoglApplication(new  com.badlogic.gdx.tests.MatrixJNITest(),   "Debug  Test ",  480,  320,  false);  
elasticsearch_720e6a6d5b2e952265551438919af2c944dc6e19	buggy:  logger.warn( "Failed  to  send  cluster  state  to  [{}],  should  be  detected  as  failed  soon... ",  exp,  node);  context:  public  void  publish(ClusterState  clusterState)  {  DiscoveryNode  localNode  =  nodesProvider.nodes().localNode();  for  (final  DiscoveryNode  node  :  clusterState.nodes())  {  if  (node.equals(localNode))  {  continue;  }  transportService.sendRequest(node,  PublishClusterStateRequestHandler.ACTION,  new  PublishClusterStateRequest(clusterState),  new  VoidTransportResponseHandler(false)  {                      logger.warn( "Failed  to  send  cluster  state  to  [{}],  should  be  detected  as  failed  soon... ",  exp,  node);                      logger.warn( "failed  to  send  cluster  state  to  [{}],  should  be  detected  as  failed  soon... ",  exp,  node);  }  });  }  }  private  class  PublishClusterStateRequest  implements  Streamable  {  private  ClusterState  clusterState;  	logger.warn( "failed  to  send  cluster  state  to  [{}],  should  be  detected  as  failed  soon... ",  exp,  node);  
elasticsearch_fdd5e53aa779cb9f7d3e765583f23ce04cac709d	buggy:  }  catch  (Exception  e)  {  context:  if  (counter.decrementAndGet()  ==  0)  {  finishHim();  }  }  });  }  private  void  finishHim()  {  try  {  innerFinishHim();              }  catch  (Exception  e)  {              }  catch  (Throwable  e)  {  ReduceSearchPhaseException  failure  =  new  ReduceSearchPhaseException( "fetch ",   " ",  e,  buildShardFailures());  if  (logger.isDebugEnabled())  {  }  listener.onFailure(failure);  }  }  	}  catch  (Throwable  e)  {  
libgdx_3514decccff3cc1c4dd48b7f3db98f89830ba87e	buggy:  sound  =  Gdx.audio.newSound(Gdx.files.getFileHandle( "data/sell_buy_item.wav ",  FileType.Internal));  context:  Gdx.gl.glClear(GL10.GL_COLOR_BUFFER_BIT);  batch.begin();  font.draw(batch,   "Position:   "  +  music.getPosition(),  30,  146);  batch.end();  }  sound  =  Gdx.audio.newSound(Gdx.files.getFileHandle( "data/sell_buy_item.wav ",  FileType.Internal));  sound  =  Gdx.audio.newSound(Gdx.files.getFileHandle( "data/test2_notwork.wav ",  FileType.Internal));  music  =  Gdx.audio.newMusic(Gdx.files.getFileHandle( "data/threeofaperfectpair.mp3 ",  FileType.Internal));  music.setVolume(volume);  music.play();  music.setLooping(true);  Gdx.input.setInputProcessor(this);  	sound  =  Gdx.audio.newSound(Gdx.files.getFileHandle( "data/test2_notwork.wav ",  FileType.Internal));  
elasticsearch_38d10d19bc75f59f23cffc37f0a6bfa8c4de5812	buggy:  return  clusterState.routingTable().index(request.index()).allShardsIt();  context:  return  TransportActions.Admin.Indices.ANALYZE;  }  return   "indices/analyze/shard ";  }  request.index(clusterState.metaData().concreteIndex(request.index()));          return  clusterState.routingTable().index(request.index()).allShardsIt();          return  clusterState.routingTable().index(request.index()).randomAllShardsIt();  }  IndexService  indexService  =  indicesService.indexServiceSafe(request.index());  Analyzer  analyzer  =  null;  String  field  =   "contents ";  if  (request.analyzer()  !=  null)  {  analyzer  =  indexService.analysisService().analyzer(request.analyzer());  	return  clusterState.routingTable().index(request.index()).randomAllShardsIt();  
elasticsearch_38ea07cfbe20484c7a53307468c326105402e614	buggy:  .to(settings.getAsClass(FieldDataCacheSettings.FIELD_DATA_CACHE_TYPE,  SoftFieldDataCache.class,   "org.elasticsearch.index.cache.field. ",   "FieldDataCache "))  context:  }  private  final  Settings  settings;  public  FieldDataCacheModule(Settings  settings)  {  this.settings  =  settings;  }  bind(FieldDataCache.class)                  .to(settings.getAsClass(FieldDataCacheSettings.FIELD_DATA_CACHE_TYPE,  SoftFieldDataCache.class,   "org.elasticsearch.index.cache.field. ",   "FieldDataCache "))                  .to(settings.getAsClass(FieldDataCacheSettings.FIELD_DATA_CACHE_TYPE,  SoftFieldDataCache.class,   "org.elasticsearch.index.cache.field.data. ",   "FieldDataCache "))  .in(Scopes.SINGLETON);  }  }  	.to(settings.getAsClass(FieldDataCacheSettings.FIELD_DATA_CACHE_TYPE,  SoftFieldDataCache.class,   "org.elasticsearch.index.cache.field.data. ",   "FieldDataCache "))  
libgdx_f880a095f459a9696e0968680b34dc85b7a542a0	buggy:  MipMapGenerator.generateMipMap(pixmap,  this,  disposePixmap);  context:  Blending  blend  =  Pixmap.getBlending();  Pixmap.setBlending(Blending.None);  tmp.drawPixmap(pixmap,  0,  0,  0,  0,  pixmap.getWidth(),  pixmap.getHeight());  Pixmap.setBlending(blend);  pixmap  =  tmp;  disposePixmap  =  true;  }  Gdx.gl.glBindTexture(GL10.GL_TEXTURE_2D,  glHandle);  if(data.useMipMaps())  {  MipMapGenerator.generateMipMap(pixmap,  this,  disposePixmap);  MipMapGenerator.generateMipMap(pixmap,  pixmap.getWidth(),  pixmap.getHeight(),  disposePixmap);  }  else  {  Gdx.gl.glTexImage2D(GL10.GL_TEXTURE_2D,  0,  pixmap.getGLInternalFormat(),  pixmap.getWidth(),  pixmap.getHeight(),  0,  pixmap.getGLFormat(),  pixmap.getGLType(),  pixmap.getPixels());  if(disposePixmap)  pixmap.dispose();  }  }  	MipMapGenerator.generateMipMap(pixmap,  pixmap.getWidth(),  pixmap.getHeight(),  disposePixmap);  
